id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg, pub, year>
2471	photosynthesis	0,0204	-0,614	2	246	364	32	2016,4688
2472	physical adsorption	0,4241	0,0982	4	205	277	18	2015,6111
2473	physiochemical property	-0,5967	0,1977	4	381	580	36	2018
2474	physiological condition	1,5414	-0,4981	5	176	335	21	2011,4762
2475	physisorption	0,332	0,7085	1	251	354	22	2017,5
2476	pichia pastoris	0,7012	-0,5824	2	171	242	17	2014,8235
2477	pigment	-0,2329	-0,387	2	155	196	17	2016,5882
2478	pine sawdust	-0,1898	0,605	6	297	483	36	2016
2479	pine wood	-0,1526	0,5409	6	243	343	28	2014,9286
2480	pinewood	-0,2331	0,526	6	248	378	28	2015,75
2481	pinewood sawdust	-0,3124	0,7488	6	138	185	14	2016,5714
2482	pks	-0,3413	0,2485	6	210	294	18	2017,1111
2483	planet	0,0221	-0,5384	3	130	146	11	2016,0909
2484	plant biomass	0,4507	-0,573	2	299	512	41	2015,5854
2485	plant capacity	-0,5025	-0,5525	3	148	205	14	2015,5714
2486	plant cell wall	0,6137	-0,6057	2	185	347	28	2014,3571
2487	plantation	-0,3716	-0,4085	3	223	306	29	2015,7586
2488	plasmid	0,5705	-0,7118	2	155	247	16	2015
2489	plastic waste	-0,5381	0,3692	6	131	165	14	2017,6429
2490	platform	0,5162	-0,3552	2	1260	3118	222	2016,4865
2491	platform molecule	0,4218	0,5224	1	307	472	42	2016,5952
2492	platinum	0,785	0,2424	1	488	844	64	2014,0312
2493	platinum catalyst	0,5449	0,3364	1	128	141	13	2015,0769
2494	plausible reaction mechanism	0,0752	0,6202	1	123	141	10	2016
2495	plausible reaction pathway	0,3012	0,7042	1	124	138	10	2018,1
2496	plus	-0,4013	-0,4697	3	157	194	14	2015,8571
2497	pm emission	-1,3259	-0,4987	7	205	409	24	2014,0417
2498	pmax	1,3174	-0,5179	5	126	193	11	2015,5455
2499	policy	-0,5772	-0,575	3	555	1227	105	2015,619
2500	policy maker	-0,5238	-0,6138	3	103	130	12	2016,1667
2501	pollutant	-0,6827	-0,3563	7	769	1654	126	2016,3413
2502	pollutant emission	-1,0695	-0,4025	7	299	522	37	2016,7297
2503	poly	1,1552	-0,3653	5	728	2104	126	2014,3095
2504	polyaniline	1,5296	-0,3868	5	166	267	14	2015,2143
2505	polyaromatic hydrocarbon	-0,1605	0,688	6	188	238	13	2014,6923
2506	polycyclic aromatic hydrocarbon	-0,7131	0,1672	7	499	1024	66	2015,3636
2507	polyethyleneimine	1,5897	-0,3961	5	190	390	18	2017,0556
2508	polyethylenimine	1,404	-0,3857	5	157	224	11	2017,7273
2509	polymer	0,7669	-0,1044	5	1225	3412	247	2015,3522
2510	polymerization reaction	0,0535	0,6373	6	133	177	16	2016,625
2511	polypropylene	-0,3187	0,6102	6	194	286	22	2016,8182
2512	polysaccharide	0,4828	-0,2816	2	611	1291	98	2016,102
2513	polyunsaturated fatty acid	-0,1665	-0,3782	2	158	190	16	2016,875
2514	pome	-0,7187	-0,3225	4	149	204	14	2018,1429
2515	pongamia	-0,7285	0,2116	4	119	155	12	2014,6667
2516	pongamia pinnata	-0,8017	-0,3088	4	183	240	17	2013,5882
2517	poor stability	0,5272	-0,1175	5	137	157	10	2016,8
2518	poplar	0,1337	0,0226	2	315	500	38	2016,1842
2519	poplar wood	0,2667	-0,1498	2	199	234	19	2016,2105
2520	popularity	-0,7944	-0,4464	3	174	208	12	2017,3333
2521	pore diameter	0,1572	0,5831	1	396	615	39	2017,7436
2522	pore size distribution	0,4232	0,4578	1	260	310	22	2016,5909
2523	pore volume	0,1541	0,5762	1	572	1030	71	2017,0704
2524	porous carbon	0,8569	0,282	5	252	347	22	2017,5
2525	porous medium	0,0968	-0,1739	5	97	118	13	2016,0769
2526	porous structure	0,8657	0,2767	1	518	918	58	2017,1552
2527	possible reaction pathway	-0,189	0,7807	6	103	129	12	2017,8333
2528	possible use	0,5243	-0,329	5	178	210	17	2013,7059
2529	pot	0,4614	0,3563	1	424	649	48	2017,125
2530	pot conversion	0,4861	0,691	1	239	366	28	2016,9643
2531	pot process	0,3278	0,5588	1	115	130	11	2017,9091
2532	pot production	0,4793	0,5302	1	175	223	16	2017,5
2533	pot reaction	0,4557	0,313	1	218	255	18	2017,5
2534	pot synthesis	0,3873	0,4524	1	249	326	26	2017,4231
2535	potassium hydroxide	-0,9023	-0,0451	4	591	1524	110	2014,1
2536	potassium methoxide	-0,728	-0,0958	4	101	164	15	2011,2
2537	potential application	0,6672	-0,1554	5	763	1366	102	2016,1078
2538	potential benefit	-0,3748	-0,5062	3	150	164	14	2016,4286
2539	potential environmental impact	-0,5213	-0,5164	3	124	162	13	2017,4615
2540	potential method	-0,2686	0,5974	6	96	107	10	2017,5
2541	powder x ray diffraction	0,38	0,5793	1	373	650	35	2016,9143
2542	power	-0,0473	-0,3081	3	1540	4852	342	2015,8392
2543	power density	1,4346	-0,4768	5	587	2614	153	2014,5098
2544	power generation	0,2018	-0,476	3	602	1211	90	2015,5111
2545	power output	0,743	-0,5773	5	622	1724	100	2014,13
2546	power plant	-0,4796	-0,3568	3	306	433	35	2014,8
2547	power production	0,2053	-0,2358	3	285	410	30	2014,3333
2548	power source	1,2586	-0,5173	5	285	609	38	2015,8947
2549	ppm	-0,8417	-0,1966	7	827	2049	130	2016,9231
2550	pqq	1,5557	-0,5888	5	142	248	12	2011,25
2551	practical application	0,6652	-0,1299	5	568	864	69	2016,3623
2552	practical use	0,6266	-0,2627	5	154	183	14	2016,3571
2553	pre exponential factor	-0,2965	0,4441	4	218	296	24	2017,1667
2554	pre treatment step	-0,4556	0,2182	4	111	155	13	2013,4615
2555	preparation method	0,2716	0,6494	1	326	450	34	2015,8529
2556	prepared biodiesel	-0,7823	0,0986	4	159	235	13	2017,7692
2557	prepared catalyst	0,1633	0,6788	1	584	1395	87	2017,2529
2558	prerequisite	-0,0164	-0,241	5	137	148	12	2017,5833
2559	present investigation	-0,7952	-0,3822	7	396	650	40	2018,05
2560	present research work	-0,7458	0,0853	4	150	182	10	2016,7
2561	present review	-0,2795	-0,3659	3	124	140	12	2017,4167
2562	pressure drop	-0,0273	-0,1152	5	195	283	37	2015,4054
2563	pretreated biomass	0,2619	-0,3126	2	258	465	32	2015,7188
2564	pretreated sample	0,1337	-0,1002	2	158	201	15	2016,7333
2565	pretreatment	0,1483	-0,2493	2	1646	7336	595	2016,2992
2566	pretreatment condition	0,2438	-0,3532	2	369	843	57	2016,3684
2567	pretreatment method	0,1672	-0,4234	2	408	701	57	2016,6316
2568	pretreatment process	0,1346	-0,304	2	483	950	80	2016,475
2569	pretreatment step	0,019	-0,3663	2	284	418	30	2016,0333
2570	pretreatment technology	0,1692	-0,4161	2	174	261	21	2015,8571
2571	pretreatment temperature	0,2313	-0,1597	2	164	238	17	2016,8235
2572	pretreatment time	0,2001	-0,4475	2	158	248	19	2017,7895
2573	price	-0,4657	-0,4912	3	1085	3305	239	2016,0126
2574	primary product	0,237	0,4437	1	268	348	27	2016
2575	priority	-0,4268	-0,4561	3	262	331	22	2015,4091
2576	probe	0,4673	-0,2374	5	295	391	32	2015,5625
2577	process configuration	-0,2265	-0,2692	3	292	438	32	2015,3125
2578	process design	-0,2701	-0,2961	3	432	698	59	2016,4407
2579	process economic	-0,1338	-0,4173	3	253	326	24	2016,2083
2580	process heat	-0,0995	-0,2929	3	121	136	12	2014,25
2581	process integration	-0,2636	-0,4176	3	165	208	17	2015,4118
2582	process model	-0,3176	-0,3329	3	305	472	33	2015,6061
2583	process simulation	-0,4447	-0,2659	3	368	623	53	2016,5849
2584	process synthesis	-0,1293	-0,2753	3	110	147	15	2015,6667
2585	process variable	-0,4557	0,2517	4	618	1325	87	2015,5862
2586	producer	-0,0769	-0,5863	2	444	735	60	2015,8167
2587	producer gas	-0,5503	-0,0291	3	211	316	25	2014,88
2588	product analysis	0,1824	0,4873	6	321	428	28	2016
2589	product characteristic	-0,3003	0,5542	6	184	216	13	2017,6154
2590	product distribution	-0,1571	0,618	6	1076	2958	215	2016,014
2591	product formation	0,3933	-0,475	2	173	235	17	2013,6471
2592	product fraction	-0,1785	0,3081	6	155	215	20	2015,9
2593	product gas	-0,3595	0,097	3	226	394	35	2015,0571
2594	product oil	0,0532	0,4695	6	125	151	12	2016,9167
2595	product property	-0,2691	0,5729	6	241	324	26	2015,1923
2596	product selectivity	0,3009	0,6013	1	475	765	58	2016,3276
2597	production capacity	-0,3996	-0,4021	3	309	441	37	2016,3784
2598	production cost	-0,3563	-0,4277	3	968	2220	164	2016,061
2599	production route	-0,4375	-0,4242	3	243	346	29	2017,2414
2600	products distribution	-0,1874	0,7239	6	322	512	29	2017,2759
2601	products yield	-0,2181	0,7076	6	284	470	36	2017,3056
2602	profit	-0,3788	-0,3835	3	250	336	28	2018,2143
2603	profitability	-0,3313	-0,4618	3	331	529	40	2017,45
2604	project	-0,4658	-0,3872	3	614	984	64	2014,8438
2605	promising alternative fuel	-0,814	-0,0319	7	171	222	15	2016,8
2606	promising application	0,8142	-0,0813	5	154	183	12	2017,75
2607	promising material	0,7183	0,1327	5	135	148	10	2015,6
2608	promising option	-0,4629	-0,2916	3	206	240	20	2016,5
2609	proof	0,4312	-0,3918	2	400	543	41	2015,6098
2610	propane	-0,2073	0,4995	1	235	349	27	2015,3333
2611	propene	-0,7787	0,0772	7	110	141	11	2014,4545
2612	proposal	-0,6048	-0,1934	7	197	223	14	2018,3571
2613	propylene	-0,042	0,4951	1	196	279	24	2016,3333
2614	protection	0,4127	-0,2203	5	422	599	45	2015,5556
2615	protein	0,4777	-0,3957	2	1333	4166	307	2015,873
2616	protein content	-0,189	-0,1667	2	221	296	23	2017,9565
2617	proton	0,7019	0,0863	5	418	687	47	2014,7447
2618	proton exchange membrane	1,026	-0,42	5	153	247	16	2013,25
2619	proton nuclear magnetic resonance	-0,0578	0,2773	4	180	264	19	2017,1579
2620	proximate	-0,3371	0,2937	6	314	548	39	2017,8462
2621	proximate analysis	-0,3727	0,3584	6	217	319	23	2017,3478
2622	pseudo	-0,1034	0,3474	4	100	128	10	2016,7
2623	pseudomonas	0,6436	-0,5054	2	204	286	25	2015,56
2624	pt al2o3	0,041	0,5333	1	125	182	15	2015,5333
2625	pt c	0,4229	0,5519	1	410	737	51	2016,7059
2626	pt c catalyst	0,3892	0,5881	1	159	202	15	2016,1333
2627	pt catalyst	0,4414	0,5776	1	216	276	19	2015,9474
2628	pt nanoparticle	0,7066	0,3634	1	240	315	25	2015,32
2629	pufa	-0,1318	-0,37	2	127	153	12	2018,8333
2630	pulp mill	-0,4296	-0,4144	3	170	240	17	2015,4706
2631	pure biodiesel	-1,0642	-0,2219	7	256	408	23	2015,7391
2632	pure culture	0,4922	-0,7012	2	113	145	12	2015,25
2633	pure diesel	-1,2992	-0,4994	7	306	659	36	2017,4722
2634	pure water	0,0172	0,261	6	120	156	13	2016,6923
2635	pva	0,5591	-0,1463	4	148	206	17	2015,9412
2636	pxrd	0,547	0,5692	1	165	221	12	2018,8333
2637	py gc	-0,0854	0,7577	6	196	282	18	2016,2778
2638	py gc ms	-0,1364	0,7023	6	354	729	52	2016,7115
2639	pyrene	0,5706	-0,3132	5	139	172	11	2017,9091
2640	pyridine adsorption	0,1298	0,8182	1	144	191	12	2013,75
2641	pyrolysis	-0,2788	0,5119	6	1977	12855	1047	2016,362
2642	pyrolysis behavior	-0,2389	0,7532	6	207	345	23	2017,5652
2643	pyrolysis bio oil	-0,0558	0,6731	6	785	1907	148	2016,5473
2644	pyrolysis characteristic	-0,3943	0,7547	6	219	427	34	2017,2941
2645	pyrolysis condition	-0,389	0,7193	6	357	710	50	2015,26
2646	pyrolysis experiment	-0,3119	0,7524	6	406	859	61	2016,5902
2647	pyrolysis gas	-0,3039	0,5692	6	194	289	20	2016,85
2648	pyrolysis gas chromatography mass spectrometry	-0,0114	0,8426	6	188	294	21	2015,2857
2649	pyrolysis kinetic	-0,4083	0,4589	6	117	165	14	2016,5714
2650	pyrolysis liquid	-0,461	0,4313	6	207	293	23	2014,7391
2651	pyrolysis method	-0,5184	0,7191	6	211	320	22	2016,4545
2652	pyrolysis parameter	-0,5319	0,7499	6	185	378	27	2016,2963
2653	pyrolysis plant	-0,5442	0,1717	3	122	174	14	2015,2857
2654	pyrolysis process	-0,3957	0,4911	6	790	2045	163	2016,9571
2655	pyrolysis product	-0,2916	0,6489	6	691	1995	158	2016,5443
2656	pyrolysis product yield	-0,5514	0,7626	6	96	154	12	2014,9167
2657	pyrolysis reaction	-0,3383	0,6343	6	206	311	27	2016
2658	pyrolysis reactor	-0,3784	0,5393	6	370	679	51	2016,6863
2659	pyrolysis system	-0,4136	0,4858	6	247	386	31	2016,2258
2660	pyrolysis technology	-0,2203	0,3844	6	146	199	18	2017,1111
2661	pyrolysis temperature	-0,3937	0,7175	6	792	2864	219	2016,5479
2662	pyrolysis vapor	-0,2071	0,8506	6	473	1169	73	2017,2055
2663	pyrolysis vapour	-0,0971	0,7092	6	229	323	20	2017,7
2664	pyrolytic behavior	-0,1582	0,5744	6	129	171	12	2015,0833
2665	pyrolytic bio oil	-0,2242	0,8466	6	199	321	22	2018,2727
2666	pyrolytic lignin	0,0656	0,6728	1	200	330	24	2015,875
2667	pyrolytic oil	-0,4081	0,6049	6	284	440	36	2015,3889
2668	pyrolytic product	-0,2691	0,777	6	253	479	34	2016,0588
2669	pyrrole	0,3817	0,2518	6	173	239	16	2015,25
2670	quadratic model	-0,6725	0,1769	4	258	408	27	2017,3333
2671	quadratic polynomial equation	-0,4622	-0,2056	4	95	196	10	2011,7
2672	quantitative conversion	0,3715	0,5877	1	142	176	10	2015,8
2673	quantitative yield	0,3757	0,4502	1	140	170	17	2016,5294
2674	question	-0,034	-0,5081	3	331	425	37	2014,6486
2675	r & d	-0,3928	-0,6585	3	81	99	11	2013,9091
2676	r2 value	-0,8008	0,0194	4	143	198	12	2018,6667
2677	raman	0,5163	0,4872	1	305	456	30	2016,2667
2678	raman spectroscopy	0,5115	0,3554	1	446	712	48	2016,8333
2679	rancimat method	-0,8225	-0,1139	4	81	118	11	2016,5455
2680	raney ni	0,1466	0,7167	1	153	212	17	2017,1176
2681	raney ni catalyst	-0,0179	0,7865	1	98	145	11	2016,2727
2682	raney nickel	-0,0742	0,574	1	82	103	11	2015,5455
2683	rape straw	-0,2603	0,8244	6	125	207	12	2015,75
2684	rapeseed	-0,6927	-0,4071	3	280	405	34	2013,9706
2685	rapeseed methyl ester	-1,1446	-0,5166	7	121	186	12	2015,3333
2686	rapeseed oil methyl ester	-0,9347	-0,3496	7	131	186	14	2014,2143
2687	rapid depletion	-0,6688	-0,2936	7	131	163	10	2019,2
2688	rational design	0,6798	0,1605	1	241	305	23	2017,087
2689	raw bio oil	-0,1159	0,869	1	388	884	62	2016,3226
2690	raw oil	-0,7752	-0,0234	4	176	258	19	2014,2105
2691	reaction conversion	-0,0898	0,1117	4	173	224	19	2017,3684
2692	reaction cycle	0,2988	0,3791	1	379	646	43	2016,8837
2693	reaction duration	-0,2041	0,2939	4	200	294	18	2016,6111
2694	reaction intermediate	0,414	0,6745	1	179	233	19	2014,6842
2695	reaction mixture	0,0065	0,0234	4	578	1166	96	2014,5729
2696	reaction network	0,1882	0,6352	1	349	536	42	2016,4762
2697	reaction parameter	-0,0805	0,3725	4	892	2460	178	2015,8315
2698	reaction pathway	0,2171	0,6243	1	875	2076	160	2016,2625
2699	reaction pressure	-0,0804	0,6065	1	187	239	19	2017,2105
2700	reaction time	-0,2529	0,2207	4	2107	13058	974	2015,9764
2701	reaction variable	-0,4258	0,1407	4	304	538	40	2015,475
2702	reaction yield	-0,3215	-0,1215	4	215	317	28	2015,1786
2703	reactive extraction	-0,4572	-0,0588	4	112	165	15	2013,3333
2704	real bio oil	0,1544	0,8654	1	167	244	15	2016,2
2705	real time	0,7101	-0,4327	2	138	168	13	2014,3846
2706	recalcitrance	0,3239	-0,3799	2	347	686	48	2015,9167
2707	recent advance	0,2206	-0,459	3	376	534	48	2015,3333
2708	recent development	0,0333	-0,3633	3	305	387	34	2015,2647
2709	recent progress	0,3405	-0,3358	3	191	239	24	2015,5417
2710	recent research	-0,3377	-0,3998	3	148	164	13	2013,7692
2711	recent trend	-0,0768	-0,2405	3	101	116	10	2017,2
2712	recombinant enzyme	0,6311	-0,5783	2	133	181	12	2015,1667
2713	recombinant strain	0,5705	-0,6373	2	128	196	12	2015,6667
2714	recommendation	-0,5714	-0,6024	3	244	334	29	2015,8621
2715	recyclability	0,4054	0,4345	1	398	652	50	2017,46
2716	recyclable catalyst	0,4049	0,3978	1	181	233	17	2017,4706
2717	red mud	-0,15	0,7523	6	202	269	19	2017,3158
2718	redox	0,9663	-0,3961	5	209	283	15	2015,9333
2719	redox enzyme	1,564	-0,5093	5	266	619	30	2013,4333
2720	redox mediator	1,5223	-0,5035	5	299	701	37	2015,0811
2721	redox polymer	1,6031	-0,5642	5	246	657	36	2013,4722
2722	redox potential	1,3749	-0,5429	5	174	272	19	2013,2632
2723	reference fuel	-0,8252	-0,3595	7	98	128	11	2017,5455
2724	refined bio oil	-0,3428	0,9381	6	104	168	10	2016,7
2725	refined palm oil	-0,4642	-0,0368	4	187	248	15	2016,1333
2726	refined vegetable oil	-0,6239	-0,1529	4	113	158	12	2013,9167
2727	refinery	-0,357	0,0312	3	785	1581	125	2016,072
2728	reflux	-0,0753	0,3537	1	133	167	13	2016,2308
2729	reformer	-0,2931	0,0533	3	180	249	28	2013,8214
2730	refractive index	-0,8364	0,2823	4	207	364	24	2017
2731	regenerated catalyst	0,1747	0,9594	1	117	143	10	2018,3
2732	regression model	-0,5793	-0,0148	4	332	548	43	2016,6977
2733	regular diesel	-1,0089	-0,071	7	135	193	12	2015,75
2734	relative abundance	-0,0846	0,0195	6	146	190	13	2016,4615
2735	relative content	-0,0995	0,7081	6	413	812	55	2017,5455
2736	reliance	-0,091	-0,3579	3	214	250	18	2016,3333
2737	remarkable stability	0,6003	0,034	1	121	176	13	2015,1538
2738	renewable carbon	-0,1232	0,3652	1	163	201	13	2015,6154
2739	renewable electricity	-0,3665	-0,4102	3	96	123	10	2016,7
2740	renewable energy technology	-0,2354	-0,4443	3	107	122	10	2015,5
2741	renewable hydrogen	-0,2417	-0,3079	3	119	129	10	2015,2
2742	renewable nature	-0,7724	-0,292	3	152	198	14	2012,7857
2743	renewable transportation fuel	-0,1739	-0,0001	3	147	170	14	2015,8571
2744	repolymerization	0,0812	0,6251	1	160	214	16	2017,0625
2745	research work	-0,8036	-0,1631	7	489	834	55	2018,0182
2746	residual lignin	0,3618	0,0636	2	141	170	12	2015,9167
2747	resource recovery	-0,1505	-0,3635	3	124	161	16	2018,625
2748	response	0,3817	-0,3803	5	1231	3126	208	2016,3558
2749	response surface	-0,6006	0,0114	4	130	164	11	2016,7273
2750	response surface method	-0,522	-0,0205	4	147	195	15	2017,2667
2751	response surface methodology	-0,3871	-0,0217	4	1456	6278	422	2016,628
2752	restaurant	-0,6581	-0,4072	4	247	383	27	2015,5556
2753	return	-0,3705	-0,5332	3	447	1004	67	2016,597
2754	reusability	0,2266	0,3402	1	862	2420	161	2017,5714
2755	reusability study	-0,1178	0,3491	4	194	278	18	2018,3333
2756	reusable catalyst	0,4122	0,4267	1	85	107	10	2015,7
2757	reutilization	0,1089	-0,1168	4	123	160	13	2016
2758	revenue	-0,3095	-0,5168	3	205	264	23	2016,9565
2759	rgo	1,2685	0,0689	5	202	297	15	2017,7333
2760	rhizopus oryzae	0,2542	-0,4726	4	130	237	17	2012,8824
2761	rice bran	-0,3337	-0,5165	2	142	189	15	2015,5333
2762	rice bran oil	-0,9048	-0,1355	4	193	317	21	2015,381
2763	ring opening	0,4389	0,7632	1	218	312	23	2017,4783
2764	rme	-1,1413	-0,5165	7	135	257	16	2014,5
2765	rml	0,4256	-0,1707	4	125	197	12	2017,0833
2766	road	-0,3487	-0,5025	3	171	216	14	2017,1429
2767	robust catalyst	0,4642	0,4084	1	152	167	12	2018,75
2768	ron	-0,5571	0,2632	7	99	127	11	2016,5455
2769	rotational speed	-0,5503	-0,4696	7	136	175	12	2015,9167
2770	rpm	-0,8918	-0,2457	7	1121	4226	255	2017,1608
2771	rsm	-0,5348	0,0112	4	1125	3950	243	2016,6008
2772	rsm model	-0,7238	0,0446	4	141	226	15	2018
2773	rso	-0,7096	0,2431	4	165	221	16	2016,625
2774	ru c	0,1239	0,7171	1	397	794	57	2016,0351
2775	ru c catalyst	0,1707	0,7511	1	182	283	22	2015,3636
2776	ru catalyst	0,405	0,8052	1	126	175	16	2016,1875
2777	rubber seed oil	-0,7796	0,1698	4	307	528	41	2016,1463
2778	rural area	-0,6176	-0,343	3	165	201	13	2013,1538
2779	rural development	-0,6521	-0,636	3	94	122	12	2015,0833
2780	ruthenium	0,4852	0,4394	1	358	557	41	2016,5366
2781	ruthenium catalyst	0,1664	0,4657	1	138	170	16	2015
2782	s c	-0,0655	0,6289	1	164	336	32	2014,4375
2783	s c ratio	-0,0952	0,612	1	94	167	16	2015,9375
2784	s cerevisiae	0,4659	-0,6185	2	262	451	27	2016,1111
2785	s n	1,4286	-0,2071	5	226	449	20	2014,75
2786	saccharide	0,2479	0,2862	6	255	355	26	2016,3846
2787	saccharification	0,3657	-0,5477	2	563	1445	106	2015,7925
2788	saccharification yield	0,3454	-0,554	2	124	176	13	2015,3077
2789	saccharomyces cerevisiae	0,4294	-0,5855	2	528	1211	90	2015,6111
2790	salinity	-0,0075	-0,6093	2	163	211	19	2018,1579
2791	saponification	-0,4315	-0,0486	4	275	444	35	2015,9714
2792	saponification value	-0,9213	0,0983	4	223	468	28	2015,5714
2793	saturated fatty acid	-0,3623	-0,4044	2	221	330	28	2016,9286
2794	saturated hydrocarbon	-0,2268	0,5089	6	106	116	10	2016,1
2795	saving	-0,4276	-0,38	3	510	892	72	2015,9306
2796	sba	0,307	0,7219	1	594	1246	84	2016,5833
2797	sbet	0,2009	0,6818	1	126	144	10	2017,9
2798	scan rate	1,6742	-0,346	5	194	430	20	2015,6
2799	scanning electron microscope	0,0687	0,4722	6	319	466	28	2017,8214
2800	scarcity	-0,3454	-0,5608	3	219	277	21	2017,9524
2801	scb	0,0777	0,0628	2	138	160	11	2017,1818
2802	sce	1,0811	-0,2206	5	212	278	15	2013,4
2803	scenario	-0,4603	-0,5038	3	971	2560	179	2017,352
2804	scenedesmus	-0,1794	-0,4036	2	301	469	40	2017,25
2805	scenedesmus obliquus	-0,0843	-0,252	2	215	307	26	2017,5
2806	scg	-0,3514	0,1248	4	154	222	19	2019,0526
2807	science	0,2607	-0,3342	3	321	424	41	2013,878
2808	sco	-0,1365	-0,5842	2	157	192	12	2017,3333
2809	scr	-1,2348	-0,489	7	237	474	29	2014,7586
2810	screen	0,9949	-0,4175	5	292	419	23	2014,9565
2811	scw	0,1638	0,0252	2	109	124	10	2015,8
2812	scwg	-0,1814	-0,1001	3	78	98	11	2016,9091
2813	sds	0,2813	-0,3355	2	119	147	10	2017,7
2814	season	-0,1316	-0,4517	2	171	198	18	2016,4444
2815	second generation	-0,3015	-0,4934	3	299	384	27	2015,1481
2816	second order	-0,4311	-0,1071	4	105	128	13	2015,1538
2817	second order model	-0,755	-0,0234	4	139	231	20	2013,8
2818	secondary reaction	0,0919	0,5199	6	233	348	27	2015,2222
2819	secretion	0,5682	-0,7123	2	165	242	17	2015,3529
2820	sector	-0,4851	-0,4787	3	746	1615	128	2016,875
2821	security	-0,4614	-0,4884	3	268	346	23	2014,6522
2822	seed oil	-0,7843	-0,1462	4	817	2548	176	2015,9205
2823	selective catalyst	0,4195	0,6463	1	212	296	24	2016,125
2824	selective catalytic reduction	-1,2098	-0,4575	7	191	362	23	2015,6087
2825	selective conversion	0,4293	0,5118	1	309	437	38	2016,2895
2826	selective deoxygenation	0,0817	0,8458	1	183	263	17	2017,8235
2827	selective hydrodeoxygenation	0,5013	0,8625	1	122	166	10	2017,4
2828	selective hydrogenation	0,532	0,6152	1	264	440	32	2016,25
2829	selective production	0,3476	0,6353	1	325	443	33	2016,7576
2830	selective synthesis	0,5333	0,6011	1	138	171	14	2017,7857
2831	selective transformation	0,4899	0,3352	1	90	97	10	2016,8
2832	self	0,8101	-0,2669	5	918	2169	143	2015,7203
2833	self assembly	0,7641	0,2411	1	199	238	16	2015,75
2834	selling price	-0,4374	-0,5443	3	300	528	36	2017,5
2835	sem	0,2572	0,3688	1	1688	6963	403	2017,263
2836	sem eds	0,0434	0,6302	1	206	266	17	2016,9412
2837	sem edx	0,1085	0,5969	1	293	444	30	2018,7
2838	sem image	0,6468	0,1071	5	154	197	13	2016,2308
2839	semi batch reactor	-0,1821	0,8401	1	213	338	22	2017,6818
2840	sensing	1,2325	-0,2889	5	278	563	32	2017,125
2841	sensitivity	0,681	-0,3406	5	777	1676	104	2015,7885
2842	sensitivity analysis	-0,4583	-0,4968	3	616	1583	115	2016,6696
2843	sensor	1,1632	-0,3445	5	478	1324	84	2015,3214
2844	separate hydrolysis	0,3698	-0,6799	2	161	311	19	2016,4211
2845	separator	1,2023	-0,5335	5	217	378	24	2013,9583
2846	sequestration	-0,1948	-0,3459	3	163	206	17	2015,5882
2847	severe condition	-0,0052	0,4476	1	147	170	14	2016,9286
2848	severity factor	0,1769	-0,2538	2	140	171	14	2016,1429
2849	sfc	-1,5288	-0,5776	7	178	379	18	2017,7778
2850	share	-0,7482	-0,4918	3	440	753	44	2016,2273
2851	shf	0,3021	-0,6545	2	140	243	15	2016,4
2852	short chain alcohol	-0,175	-0,2519	4	166	227	19	2013,3684
2853	short circuit current density	1,6949	-0,4688	5	114	211	11	2010,0909
2854	short term	-0,1447	-0,3858	3	117	127	11	2014,2727
2855	shorter ignition delay	-1,4746	-0,5978	7	133	227	11	2016,9091
2856	shorter reaction time	-0,2526	0,0626	4	111	139	14	2015,2857
2857	si al	-0,0816	0,8899	1	228	348	21	2015,5714
2858	si al ratio	0,0486	0,8571	1	295	507	33	2016,6667
2859	sic	-0,0757	0,8698	6	143	190	15	2016,2
2860	side	0,002	-0,4104	7	358	479	36	2016,1944
2861	side chain	0,4779	-0,0095	2	264	370	30	2016,4
2862	side reaction	0,3524	0,5068	1	469	802	63	2017,4762
2863	signal	0,8933	-0,2661	5	483	902	59	2015,4237
2864	significant deactivation	-0,0498	0,6086	1	153	193	13	2014,7692
2865	significant loss	0,2688	0,165	1	486	907	64	2016,25
2866	silica gel	-0,0054	-0,0343	4	184	248	19	2015,2632
2867	silica sand	-0,1887	0,4972	6	135	199	12	2016,1667
2868	similar effect	-0,067	0,3614	6	108	122	10	2015,8
2869	similar trend	-0,5836	0,0541	7	185	219	14	2015,7143
2870	simple sugar	0,3168	-0,5841	2	182	263	21	2014,9524
2871	simulation result	-0,2326	-0,2451	3	264	349	34	2016,3824
2872	simultaneous esterification	0,0322	0,4443	1	244	421	29	2016,2759
2873	simultaneous extraction	-0,1772	-0,257	2	138	177	13	2016
2874	simultaneous reduction	-0,8538	-0,1487	7	133	164	11	2018,0909
2875	simultaneous saccharification	0,2986	-0,6258	2	417	1088	74	2015,0541
2876	simultaneous transesterification	-0,4272	0,0787	4	108	160	12	2014
2877	single	0,9462	-0,52	5	173	232	13	2013,6923
2878	single cell oil	-0,0745	-0,5694	2	195	259	17	2017,4706
2879	single cylinder	-1,4971	-0,4878	7	309	973	48	2016,875
2880	single cylinder diesel engine	-1,4239	-0,4597	7	302	806	38	2017,3158
2881	single enzyme	1,1277	-0,5786	5	123	169	11	2013,8182
2882	single factor experiment	-0,0137	0,1992	4	139	180	14	2017,7857
2883	single walled carbon nanotube	1,4581	-0,3633	5	269	500	27	2013,3333
2884	sintering	-0,0092	0,5767	1	261	358	32	2014,7812
